Key,Bee_Detections,Temperature
4.10_05-26-18_12,6911,26.09375
4.10_05-26-18_13,10579,25.85125
4.10_05-14-18_9,8485,13.882375
4.10_05-27-18_12,17792,22.390125
4.10_04-30-18_19,147,8.671875
4.10_05-13-18_9,12375,12.132375
4.10_05-18-18_13,21435,21.288875
4.10_04-29-18_9,8434,12.57
4.10_05-18-18_12,9375,19.7265
4.10_06-01-18_17,13563,20.7575
4.10_06-01-18_13,22041,19.51525
4.10_04-28-18_18,25303,28.343375
4.10_06-01-18_14,9501,19.952625
4.10_04-28-18_17,43050,30.406125
4.10_04-28-18_16,60615,29.75
4.10_05-18-18_16,16781,22.47625
4.10_06-08-18_10,22956,21.921375
4.10_06-08-18_13,10124,26.03075
4.10_06-08-18_12,9747,25.32775
4.10_06-08-18_15,20949,29.74975
4.10_06-08-18_14,21667,27.4215
4.10_06-08-18_17,26641,30.867125
4.10_06-09-18_10,6626,23.163625
4.10_06-08-18_18,6132,30.63275
4.10_06-09-18_12,14338,28.952625
4.10_06-09-18_13,19348,32.007375
4.10_06-09-18_14,16337,32.437375
4.10_06-09-18_15,28716,32.437
4.10_05-03-18_17,18152,22.08575
4.10_05-03-18_16,19463,20.929625
4.10_05-13-18_12,13862,17.249625
4.10_05-03-18_14,23729,20.765625
4.10_05-03-18_13,16882,20.03075
4.10_05-03-18_11,15641,17.163625
4.10_05-03-18_10,18202,13.3435
4.10_05-13-18_19,6805,15.780875
4.10_05-24-18_9,5551,17.2965
4.10_05-03-18_18,23396,21.984
4.10_05-08-18_14,16696,23.546375
4.10_05-08-18_15,5803,24.109125
4.10_05-08-18_17,23375,25.312375
4.10_05-08-18_10,6405,18.16375
4.10_05-08-18_12,7719,21.9215
4.10_05-08-18_13,10680,22.827875
4.10_05-11-18_9,9713,14.14825
4.10_05-08-18_8,4793,14.601375
4.10_05-08-18_19,12085,24.515375
4.10_06-02-18_8,2806,13.8515
4.10_05-31-18_19,25247,24.6325
4.10_05-25-18_8,15166,17.3435
4.10_05-27-18_18,12099,24.585625
4.10_05-31-18_10,14007,21.4765
4.10_05-31-18_11,16354,22.94525
4.10_05-27-18_17,29360,25.148
4.10_05-27-18_16,28951,25.319875
4.10_05-31-18_14,15704,23.90625
4.10_05-27-18_10,7677,20.3355
4.10_05-31-18_16,21303,24.8355
4.10_05-31-18_17,32262,24.507375
4.10_05-17-18_8,6660,16.56225
4.10_06-05-18_18,14643,28.866875
4.10_06-05-18_14,21919,26.890375
4.10_06-05-18_16,45184,29.67175
4.10_06-05-18_17,33531,29.84325
4.10_06-05-18_10,8325,23.280875
4.10_06-08-18_8,9538,19.789
4.10_06-05-18_12,9020,24.69525
4.10_06-05-18_13,8287,25.570125
4.10_05-04-18_10,13731,15.88275
4.10_05-04-18_12,19477,20.88275
4.10_05-04-18_13,16713,22.233875
4.10_05-04-18_14,17315,22.6245
4.10_05-04-18_15,16167,23.47625
4.10_05-04-18_17,16134,23.95275
4.10_05-28-18_8,17160,16.476125
4.10_05-04-18_19,19018,22.281125
4.10_05-17-18_18,10976,22.570125
4.10_05-17-18_14,9590,23.64825
4.10_05-17-18_16,13003,23.851125
4.10_05-17-18_17,23278,23.179375
4.10_05-17-18_10,8396,20.437
4.10_05-17-18_11,15628,21.624625
4.10_05-17-18_13,10087,22.843375
4.10_06-03-18_9,20116,21.312
4.10_05-05-18_15,9253,24.35125
4.10_05-05-18_14,7370,24.687
4.10_06-03-18_14,14339,24.937
4.10_05-25-18_18,27694,28.531
4.10_05-25-18_17,16829,34.30425
4.10_05-27-18_8,9830,17.2575
4.10_05-25-18_15,15674,27.070125
4.10_05-25-18_14,18551,25.265375
4.10_05-25-18_13,15631,24.859375
4.10_05-25-18_11,8632,22.507625
4.10_05-25-18_10,5548,21.140125
4.10_05-13-18_10,8387,13.6325
4.10_05-11-18_18,34194,13.171375
4.10_05-11-18_13,4333,12.515125
4.10_05-11-18_10,10464,13.50775
4.10_05-11-18_11,4507,12.82025
4.10_05-11-18_16,4362,13.11675
4.10_05-11-18_17,10982,13.171625
4.10_05-11-18_14,4035,12.577875
4.10_05-13-18_13,15467,18.35925
4.10_04-30-18_8,16483,7.468375
4.10_05-18-18_8,12971,15.327625
4.10_05-13-18_14,9691,18.97625
4.10_05-24-18_14,16121,24.452625
4.10_06-23-18_19,7015,-
4.10_06-26-18_18,14027,30.1875
4.10_07-03-18_9,5065,20.507375
4.10_06-12-18_10,7361,-
4.10_06-26-18_11,8183,24.45275
4.10_06-22-18_8,12387,-
4.10_07-03-18_19,19423,25.05425
4.10_07-03-18_15,19923,26.03875
4.10_07-03-18_14,26289,24.804625
4.10_07-03-18_17,6910,26.523125
4.10_07-03-18_10,5168,21.39825
4.10_07-03-18_13,11223,22.593375
4.10_07-03-18_12,12362,22.914
4.10_06-12-18_9,6128,-
4.10_06-21-18_13,5740,-
4.10_06-21-18_10,5369,-
4.10_06-21-18_11,10018,-
4.10_06-21-18_17,10007,-
4.10_06-21-18_14,14526,-
4.10_06-21-18_15,11922,-
4.10_06-21-18_19,10308,-
4.10_06-23-18_10,10499,-
4.10_06-19-18_9,4068,-
4.10_07-06-18_19,19614,32.171625
4.10_07-06-18_10,13031,26.55425
4.10_07-06-18_11,10339,28.2575
4.10_07-06-18_13,19299,32.015125
4.10_07-06-18_14,16915,32.820125
4.10_07-06-18_15,9746,33.452875
4.10_07-06-18_17,27055,34.14025
4.10_06-16-18_14,6593,24.69525
4.10_06-12-18_13,3657,-
4.10_06-22-18_18,12759,-
4.10_07-05-18_17,32463,33.117125
4.10_06-23-18_13,11521,-
4.10_06-23-18_14,21612,25.937
4.10_06-12-18_17,10143,-
4.10_06-28-18_19,15291,28.85125
4.10_06-23-18_16,14775,-
4.10_06-28-18_13,16839,30.9215
4.10_06-28-18_12,22142,29.468375
4.10_06-12-18_12,7293,-
4.10_06-23-18_17,13284,-
4.10_06-28-18_17,31458,32.7105
4.10_06-28-18_16,15420,32.429375
4.10_07-06-18_8,7572,22.781125
4.10_06-28-18_14,20906,31.38275
4.10_06-14-18_8,5436,20.820125
4.10_06-28-18_8,11820,21.101375
4.10_06-14-18_16,15371,30.562125
4.10_06-14-18_17,15069,31.132375
4.10_06-14-18_14,10024,29.578
4.10_06-14-18_13,5541,28.74175
4.10_06-14-18_10,7145,26.421625
4.10_06-14-18_11,9647,23.007375
4.10_06-26-18_15,24908,29.7185
4.10_06-26-18_14,16882,28.601125
4.10_06-26-18_17,21077,30.66375
4.10_06-25-18_8,5785,-
4.10_06-26-18_10,11054,23.031125
4.10_06-26-18_13,6965,27.374625
4.10_06-14-18_19,16880,28.03875
4.10_06-28-18_10,19755,26.671375
4.10_06-11-18_8,4311,-
4.10_06-30-18_16,21409,29.546625
4.10_06-30-18_17,20191,28.249875
4.10_06-30-18_18,23670,26.523125
4.10_07-02-18_14,16609,28.773
4.10_07-02-18_15,14861,29.913875
4.10_07-02-18_17,9959,31.046625
4.10_07-02-18_10,13478,24.187
4.10_07-02-18_11,15189,25.4375
4.10_07-02-18_13,15409,27.9295
4.10_07-02-18_8,5157,20.390625
4.10_07-02-18_19,15372,29.585625
4.10_07-05-18_13,21993,29.062125
4.10_07-05-18_11,13225,26.929375
4.10_07-05-18_10,9889,25.16375
4.10_06-12-18_14,9433,-
4.10_07-05-18_16,11707,32.562125
4.10_06-12-18_16,10454,-
4.10_07-05-18_14,12089,30.0545
4.10_06-12-18_18,7160,-
4.10_07-05-18_19,33073,30.7575
4.10_06-24-18_8,4271,18.562
4.10_06-11-18_19,7003,-
4.10_06-11-18_13,7778,-
4.10_06-11-18_12,7351,-
4.10_06-11-18_10,4893,-
4.10_06-11-18_17,8309,-
4.10_06-11-18_15,10555,-
4.10_06-11-18_14,7300,24.3745
4.10_06-16-18_8,2523,18.624625
4.10_06-21-18_9,5756,-
4.10_07-05-18_9,7440,22.820125
4.10_06-25-18_19,9131,-
4.10_06-25-18_16,11319,-
4.10_06-25-18_17,15886,-
4.10_06-25-18_14,20004,-
4.10_06-25-18_13,15173,-
4.10_06-25-18_10,15126,-
4.10_06-25-18_11,14422,-
4.10_06-22-18_11,13554,-
4.10_06-22-18_10,9933,-
4.10_06-22-18_13,20924,-
4.10_06-16-18_18,11614,28.5155
4.10_06-22-18_14,10246,-
4.10_06-22-18_17,4778,-
4.10_06-22-18_16,17554,-
4.10_06-26-18_9,11350,21.5855
4.10_06-16-18_15,3267,26.29675
4.10_06-23-18_12,25726,-
4.10_06-16-18_17,4205,27.531
4.10_06-16-18_10,9011,21.031125
4.10_06-16-18_12,5956,22.968375
4.10_06-16-18_13,8161,25.015375
4.10_06-19-18_13,9742,-
4.10_06-19-18_11,3356,-
4.10_06-19-18_10,8535,-
4.10_06-19-18_17,10414,-
4.10_06-19-18_15,6685,-
4.10_06-19-18_14,8127,-
4.10_06-19-18_19,5557,-
4.10_06-24-18_19,8518,25.20275
4.10_06-24-18_17,6052,26.367125
4.10_06-24-18_16,9708,26.10925
4.10_06-24-18_14,12210,24.788875
4.10_06-24-18_13,8396,23.953
4.10_06-24-18_11,11318,21.781125
4.10_06-24-18_10,12287,20.7655
4.10_06-23-18_8,7856,-
