Key,Bee_Detections,Temperature
4.5_05-18-18_18,3359,21.39025
4.5_05-30-18_9,10571,19.54675
4.5_05-18-18_8,4342,16.858875
4.5_05-20-18_13,6045,24.1715
4.5_06-08-18_18,5660,31.077625
4.5_04-29-18_10,15991,17.257625
4.5_06-08-18_14,4766,30.61675
4.5_05-31-18_14,74467,25.163875
4.5_05-31-18_17,15043,36.570125
4.5_06-08-18_17,11650,31.632375
4.5_06-08-18_10,2820,27.359125
4.5_05-20-18_11,5168,23.062
4.5_05-31-18_13,15358,24.960625
4.5_06-08-18_13,5127,29.952625
4.5_06-07-18_13,8963,31.61675
4.5_06-07-18_11,3244,30.14025
4.5_05-28-18_18,8288,18.288625
4.5_06-07-18_17,7691,31.390375
4.5_04-29-18_8,2313,11.187125
4.5_06-07-18_15,13800,31.702625
4.5_06-07-18_14,4582,31.616875
4.5_05-20-18_17,3059,24.187375
4.5_05-19-18_12,8934,22.03875
4.5_05-18-18_13,5879,21.280875
4.5_05-31-18_9,8865,20.562375
4.5_05-14-18_12,8282,20.132375
4.5_05-19-18_19,5663,22.062
4.5_05-14-18_10,14691,17.507375
4.5_05-11-18_8,2151,16.109375
4.5_05-22-18_9,2315,17.944875
4.5_05-14-18_14,13016,21.9295
4.5_06-01-18_9,3939,18.60925
4.5_05-30-18_13,14311,23.648
4.5_05-19-18_10,9482,20.328
4.5_04-30-18_10,1715,7.687
4.5_06-04-18_19,5740,30.82775
4.5_06-04-18_10,770,24.929375
4.5_06-04-18_11,1087,25.890375
4.5_06-04-18_13,6469,29.898
4.5_06-04-18_14,2546,31.4765
4.5_06-04-18_16,14280,35.429625
4.5_06-04-18_17,14196,35.35925
4.5_05-21-18_18,2912,22.093375
4.5_05-06-18_8,8716,17.796375
4.5_05-19-18_16,7914,22.148375
4.5_05-27-18_9,4295,18.9295
4.5_05-22-18_13,4372,21.06225
4.5_05-14-18_8,4416,13.89825
4.5_06-01-18_14,6556,21.99175
4.5_06-01-18_17,14913,26.0465
4.5_06-01-18_16,15160,21.835625
4.5_06-01-18_10,3664,19.65625
4.5_06-01-18_13,3713,20.453
4.5_06-08-18_9,704,24.578125
4.5_06-05-18_11,3173,27.05425
4.5_06-05-18_10,2898,26.499875
4.5_06-05-18_13,2696,29.913625
4.5_06-01-18_19,5101,23.9765
4.5_06-05-18_14,8313,31.257625
4.5_06-05-18_17,6741,33.67175
4.5_06-06-18_9,1283,22.179625
4.5_05-31-18_10,21270,22.23425
4.5_06-05-18_8,3095,22.37475
4.5_05-09-18_16,27108,28.398125
4.5_06-05-18_19,9925,26.218375
4.5_05-23-18_9,4343,18.40575
4.5_04-29-18_11,5408,19.742
4.5_05-13-18_8,2717,12.6325
4.5_05-19-18_17,16050,22.734125
4.5_05-21-18_13,5246,23.0935
4.5_05-19-18_15,5219,20
4.5_05-19-18_14,12163,22.796875
4.5_05-19-18_13,8115,22.4995
4.5_05-21-18_17,4503,22.742125
4.5_05-21-18_14,13656,23.90625
4.5_05-21-18_15,16247,24.64025
4.5_05-18-18_16,13356,23.296875
4.5_05-18-18_17,376,22.999875
4.5_04-29-18_13,9704,22.078
4.5_05-20-18_10,5571,21.960625
4.5_05-18-18_12,4330,20.296875
4.5_04-29-18_14,8973,21.984125
4.5_04-29-18_17,8480,21.624875
4.5_05-20-18_14,16961,25.12475
4.5_04-28-18_19,10223,23.5935
4.5_06-08-18_11,2074,28.0465
4.5_06-01-18_12,6904,20.27325
4.5_04-28-18_16,134258,30
4.5_04-28-18_17,52975,29.695125
4.5_05-19-18_9,5728,18.976125
4.5_06-21-18_12,2833,-
4.5_06-21-18_13,3608,-
4.5_06-10-18_18,2561,-
4.5_06-21-18_17,10563,-
4.5_06-21-18_14,2376,-
4.5_06-21-18_15,9696,-
4.5_06-10-18_12,2140,-
4.5_06-10-18_13,1153,-
4.5_06-21-18_18,1920,-
4.5_06-19-18_14,1303,-
4.5_06-10-18_16,5117,-
4.5_06-10-18_17,2489,-
4.5_06-10-18_14,3451,-
4.5_06-18-18_19,2145,-
4.5_06-11-18_18,3598,-
4.5_06-19-18_8,3900,-
4.5_06-11-18_13,4364,-
4.5_06-11-18_11,4460,-
4.5_06-11-18_10,2829,-
4.5_06-16-18_19,1438,28.1875
4.5_06-11-18_15,15708,-
4.5_06-11-18_14,3645,24.3745
4.5_06-16-18_17,2790,27.531
4.5_06-11-18_17,3258,-
4.5_06-11-18_9,1984,-
4.5_06-21-18_8,1361,-
4.5_06-10-18_8,1970,-
4.5_06-10-18_10,4650,-
4.5_06-09-18_18,2618,-
4.5_06-18-18_13,1554,-
4.5_06-18-18_10,8165,-
4.5_06-18-18_11,5131,-
4.5_06-18-18_16,14087,-
4.5_06-18-18_17,1881,-
4.5_06-18-18_14,6416,-
4.5_06-17-18_8,2543,23.75
4.5_06-23-18_10,2904,-
4.5_06-23-18_11,5188,-
4.5_06-16-18_16,5750,26.757375
4.5_06-23-18_13,3786,-
4.5_06-23-18_14,6955,25.937
4.5_06-09-18_16,12287,-
4.5_06-09-18_17,11252,-
4.5_06-19-18_13,3952,-
4.5_06-17-18_14,3177,-
4.5_06-17-18_17,2086,-
4.5_06-19-18_10,2920,-
4.5_06-19-18_17,2247,-
4.5_06-19-18_16,5506,-
4.5_06-17-18_13,14171,-
4.5_06-17-18_12,2782,-
4.5_06-19-18_18,1234,-
4.5_06-17-18_19,1904,26.929375
4.5_06-17-18_15,15416,-
4.5_06-19-18_12,2325,-
4.5_06-18-18_8,2410,-
4.5_06-21-18_10,1432,-
4.5_06-17-18_10,5328,19.51525
4.5_06-23-18_9,1320,-
